Log file open, 04/12/24 11:38:10
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.MaterialQualityLevel:1 ; High quality]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SSS.Scale:1]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SSS.SampleSet:2]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SSS.Quality:1]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SSS.HalfRes:0]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SSGI.Quality:3]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.EmitterSpawnRateScale:1.0]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.ParticleLightQuality:2]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.FastApplyOnOpaque:1 ; Always have FastSkyLUT 1 in this case to avoid wrong sky]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice:4]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.DepthResolution:16.0]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT:1]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMin:4.0]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMax:128.0]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMin:4.0]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMax:128.0]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SkyAtmosphere.TransmittanceLUT.UseSmallFormat:0]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SkyAtmosphere.TransmittanceLUT.SampleCount:10.0]]
[2024.04.12-03.39.01:117][  0]LogConfig: Set CVar [[r.SkyAtmosphere.MultiScatteringLUT.SampleCount:15.0]]
[2024.04.12-03.39.01:118][  0]LogConfig: Set CVar [[r.SkyLight.RealTimeReflectionCapture:1]]
[2024.04.12-03.39.01:118][  0]LogConfig: CVar [[fx.Niagara.QualityLevel:3]] deferred - dummy variable created
[2024.04.12-03.39.01:118][  0]LogConfig: Applying CVar settings from Section [FoliageQuality@3] File [Scalability]
[2024.04.12-03.39.01:118][  0]LogConfig: Set CVar [[foliage.DensityScale:1.0]]
[2024.04.12-03.39.01:118][  0]LogConfig: Set CVar [[grass.DensityScale:1.0]]
[2024.04.12-03.39.01:118][  0]LogConfig: Applying CVar settings from Section [ShadingQuality@3] File [Scalability]
[2024.04.12-03.39.01:118][  0]LogConfig: Set CVar [[r.HairStrands.SkyLighting.IntegrationType:2]]
[2024.04.12-03.39.01:118][  0]LogConfig: Set CVar [[r.HairStrands.SkyAO.SampleCount:4]]
[2024.04.12-03.39.01:118][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:4]]
[2024.04.12-03.39.01:118][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:0]] deferred - dummy variable created
[2024.04.12-03.39.01:118][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:1]]
[2024.04.12-03.39.01:161][  0]LogD3D12RHI: Aftermath initialized
[2024.04.12-03.39.01:161][  0]LogD3D12RHI: Loading WinPixEventRuntime.dll for PIX profiling (from ../../../Engine/Binaries/ThirdParty/Windows/WinPixEventRuntime/x64).
[2024.04.12-03.39.01:353][  0]LogD3D12RHI: Found D3D12 adapter 0: NVIDIA GeForce RTX 2080 (Max supported Feature Level 12_2, shader model 6.6)
[2024.04.12-03.39.01:353][  0]LogD3D12RHI: Adapter has 8002MB of dedicated video memory, 0MB of dedicated system memory, and 16290MB of shared system memory, 2 output[s]
[2024.04.12-03.39.01:363][  0]LogD3D12RHI: Found D3D12 adapter 1: Microsoft Basic Render Driver (Max supported Feature Level 12_1, shader model 6.2)
[2024.04.12-03.39.01:363][  0]LogD3D12RHI: Adapter has 0MB of dedicated video memory, 0MB of dedicated system memory, and 16290MB of shared system memory, 0 output[s]
[2024.04.12-03.39.01:364][  0]LogD3D12RHI: Chosen D3D12 Adapter Id = 0
[2024.04.12-03.39.01:364][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2024.04.12-03.39.01:364][  0]LogHAL: Display: Platform has ~ 32 GB [34164097024 / 34359738368 / 32], which maps to Largest [LargestMinGB=32, LargerMinGB=12, DefaultMinGB=8, SmallerMinGB=6, SmallestMinGB=0)
[2024.04.12-03.39.01:366][  0]LogDeviceProfileManager: Going up to parent DeviceProfile [Windows]
[2024.04.12-03.39.01:366][  0]LogDeviceProfileManager: Going up to parent DeviceProfile []
[2024.04.12-03.39.01:367][  0]LogConfig: Applying CVar settings from Section [ViewDistanceQuality@1] File [Scalability]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.SkeletalMeshLODBias:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.ViewDistanceScale:0.6]]
[2024.04.12-03.39.01:367][  0]LogConfig: Applying CVar settings from Section [AntiAliasingQuality@1] File [Scalability]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.FXAA.Quality:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.TemporalAA.Quality:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.TSR.History.UpdateQuality:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.TSR.ShadingRejection.SpatialFilter:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.TSR.ShadingRejection.Flickering:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.TSR.Velocity.Extrapolation:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: CVar [[r.TSR.Velocity.HoleFill:1]] deferred - dummy variable created
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.TSR.RejectionAntiAliasingQuality:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Applying CVar settings from Section [ShadowQuality@1] File [Scalability]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.ShadowQuality:3]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.CSM.MaxCascades:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.MaxResolution:1024]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.MaxCSMResolution:1024]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.RadiusThreshold:0.05]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.DistanceScale:0.7]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.CSM.TransitionScale:0.25]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.PreShadowResolutionFactor:0.5]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DistanceFieldShadowing:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.VolumetricFog:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.LightMaxDrawDistanceScale:.5]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.Virtual.MaxPhysicalPages:512]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.Virtual.ResolutionLodBiasDirectional:0.0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.Virtual.ResolutionLodBiasLocal:1.0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.RayCountDirectional:4]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.SamplesPerRayDirectional:2]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.RayCountLocal:4]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.SamplesPerRayLocal:2]]
[2024.04.12-03.39.01:367][  0]LogConfig: Applying CVar settings from Section [GlobalIlluminationQuality@1] File [Scalability]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Lumen.DiffuseIndirect.Allow:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Applying CVar settings from Section [ReflectionQuality@1] File [Scalability]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Lumen.Reflections.Allow:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Applying CVar settings from Section [PostProcessQuality@1] File [Scalability]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.MotionBlurQuality:3]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.MotionBlur.HalfResGather:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.AmbientOcclusionMipLevelFactor:1.0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.AmbientOcclusionMaxQuality:60]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.AmbientOcclusionRadiusScale:1.5]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DepthOfFieldQuality:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.RenderTargetPoolMin:350]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.LensFlareQuality:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.SceneColorFringeQuality:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.BloomQuality:4]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Bloom.ScreenPercentage:35.355]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.FastBlurThreshold:2]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Upscale.Quality:2]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Tonemapper.GrainQuantization:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.LightShaftQuality:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Filter.SizeScale:0.7]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Tonemapper.Quality:2]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DOF.Gather.AccumulatorQuality:0        ; lower gathering accumulator quality]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DOF.Gather.PostfilterMethod:2          ; Max3x3 postfilering method]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DOF.Gather.RingCount:3                 ; low number of samples when gathering]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DOF.Scatter.ForegroundCompositing:0    ; no foreground scattering]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DOF.Scatter.BackgroundCompositing:0    ; no foreground scattering]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DOF.Recombine.Quality:0                ; no slight out of focus]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DOF.TemporalAAQuality:0                ; faster temporal accumulation]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DOF.Kernel.MaxForegroundRadius:0.006   ; required because low gathering and no scattering and not looking great at 1080p]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DOF.Kernel.MaxBackgroundRadius:0.006   ; required because low gathering and no scattering and not looking great at 1080p]]
[2024.04.12-03.39.01:367][  0]LogConfig: Applying CVar settings from Section [TextureQuality@1] File [Scalability]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Streaming.MipBias:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.MaxAnisotropy:2]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.VT.MaxAnisotropy:4]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Streaming.LimitPoolSizeToVRAM:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.Streaming.PoolSize:600]]
[2024.04.12-03.39.01:367][  0]LogConfig: Applying CVar settings from Section [EffectsQuality@1] File [Scalability]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.TranslucencyLightingVolumeDim:32]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.RefractionQuality:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.SSR.Quality:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.SSR.HalfResSceneColor:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.SceneColorFormat:3]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.DetailMode:1]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.TranslucencyVolumeBlur:0]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.MaterialQualityLevel:2 ; Medium quality]]
[2024.04.12-03.39.01:367][  0]LogConfig: Set CVar [[r.SSS.Scale:0.75]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.SSS.SampleSet:0]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.SSS.Quality:0]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.SSS.HalfRes:1]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.SSGI.Quality:1]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.EmitterSpawnRateScale:0.25]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.ParticleLightQuality:0]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice:1]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMax:32.0]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMax:32.0]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.SkyLight.RealTimeReflectionCapture:0]]
[2024.04.12-03.39.01:368][  0]LogConfig: CVar [[fx.Niagara.QualityLevel:1]] deferred - dummy variable created
[2024.04.12-03.39.01:368][  0]LogConfig: Applying CVar settings from Section [FoliageQuality@1] File [Scalability]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[foliage.DensityScale:0.4]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[grass.DensityScale:0.4]]
[2024.04.12-03.39.01:368][  0]LogConfig: Applying CVar settings from Section [ShadingQuality@1] File [Scalability]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:1]]
[2024.04.12-03.39.01:368][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:1]] deferred - dummy variable created
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:0]]
[2024.04.12-03.39.01:368][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2024.04.12-03.39.01:368][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2024.04.12-03.39.01:368][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2024.04.12-03.39.01:368][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [F:/0UE4/PROJECT/tic_tac_toe_cpp1/Saved/Config/WindowsEditor/Editor.ini]
[2024.04.12-03.39.01:373][  0]LogInit: Computer: XIAOZHIXC
[2024.04.12-03.39.01:373][  0]LogInit: User: XiaoZhiXC
[2024.04.12-03.39.01:373][  0]LogInit: CPU Page size=4096, Cores=6
[2024.04.12-03.39.01:373][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2024.04.12-03.39.01:373][  0]LogMemory: Memory total: Physical=31.8GB (32GB approx)
[2024.04.12-03.39.01:373][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2024.04.12-03.39.01:373][  0]LogMemory: Process Physical Memory: 286.39 MB used, 298.20 MB peak
[2024.04.12-03.39.01:373][  0]LogMemory: Process Virtual Memory: 267.14 MB used, 267.14 MB peak
[2024.04.12-03.39.01:373][  0]LogMemory: Physical Memory: 5610.29 MB used,  26971.13 MB free, 32581.42 MB total
[2024.04.12-03.39.01:373][  0]LogMemory: Virtual Memory: 7609.28 MB used,  24972.14 MB free, 32581.42 MB total
[2024.04.12-03.39.01:373][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2024.04.12-03.39.01:378][  0]LogWindows: WindowsPlatformFeatures enabled
[2024.04.12-03.39.01:400][  0]LogInit: Physics initialised using underlying interface: Chaos
[2024.04.12-03.39.01:403][  0]LogInit: Overriding language with editor language configuration option (zh-Hans).
[2024.04.12-03.39.01:403][  0]LogInit: Overriding language with editor locale configuration option (zh-Hans).
[2024.04.12-03.39.01:531][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Editor/zh/Editor.locres' could not be opened for reading!
[2024.04.12-03.39.01:531][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/EditorTutorials/zh/EditorTutorials.locres' could not be opened for reading!
[2024.04.12-03.39.01:531][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Keywords/zh/Keywords.locres' could not be opened for reading!
[2024.04.12-03.39.01:531][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Category/zh/Category.locres' could not be opened for reading!
[2024.04.12-03.39.01:531][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/ToolTips/zh/ToolTips.locres' could not be opened for reading!
[2024.04.12-03.39.01:531][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/PropertyNames/zh/PropertyNames.locres' could not be opened for reading!
[2024.04.12-03.39.01:531][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Engine/zh/Engine.locres' could not be opened for reading!
[2024.04.12-03.39.01:531][  0]LogTextLocalizationResource: LocRes '../../../Engine/Plugins/Online/OnlineSubsystem/Content/Localization/OnlineSubsystem/zh/OnlineSubsystem.locres' could not be opened for reading!
[2024.04.12-03.39.01:532][  0]LogTextLocalizationResource: LocRes '../../../Engine/Plugins/Online/OnlineSubsystemUtils/Content/Localization/OnlineSubsystemUtils/zh/OnlineSubsystemUtils.locres' could not be opened for reading!
[2024.04.12-03.39.01:532][  0]LogTextLocalizationResource: LocRes '../../../Engine/Plugins/Online/IOS/OnlineSubsystemIOS/Content/Localization/OnlineSubsystemIOS/zh/OnlineSubsystemIOS.locres' could not be opened for reading!
[2024.04.12-03.39.01:532][  0]LogTextLocalizationResource: LocRes '../../../Engine/Plugins/Online/Android/OnlineSubsystemGooglePlay/Content/Localization/OnlineSubsystemGooglePlay/zh/OnlineSubsystemGooglePlay.locres' could not be opened for reading!
[2024.04.12-03.39.01:565][  0]LogInit: Setting process to per monitor DPI aware
[2024.04.12-03.39.01:579][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2024.04.12-03.39.01:579][  0]LogWindowsTextInputMethodSystem:   - 中文(简体，中国) - 微软拼音 (TSF IME).
[2024.04.12-03.39.01:579][  0]LogWindowsTextInputMethodSystem:   - 英语(美国) - (Keyboard).
[2024.04.12-03.39.01:579][  0]LogWindowsTextInputMethodSystem: Activated input method: 中文(简体，中国) - 微软拼音 (TSF IME).
[2024.04.12-03.39.01:618][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2024.04.12-03.39.01:618][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2024.04.12-03.39.01:892][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2024.04.12-03.39.01:893][  0]LogWindows: Attached monitors:
[2024.04.12-03.39.01:893][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1050), device: '\\.\DISPLAY1' [PRIMARY]
[2024.04.12-03.39.01:893][  0]LogWindows:     resolution: 2560x1440, work area: (0, 1080) -> (2560, 2474), device: '\\.\DISPLAY2'
[2024.04.12-03.39.01:893][  0]LogWindows: Found 2 attached monitors.
[2024.04.12-03.39.01:893][  0]LogWindows: Gathering driver information using Windows Setup API
[2024.04.12-03.39.01:894][  0]LogRHI: RHI Adapter Info:
[2024.04.12-03.39.01:894][  0]LogRHI:             Name: NVIDIA GeForce RTX 2080
[2024.04.12-03.39.01:894][  0]LogRHI:   Driver Version: 532.03 (internal:31.0.15.3203, unified:532.03)
[2024.04.12-03.39.01:894][  0]LogRHI:      Driver Date: 5-19-2023
[2024.04.12-03.39.01:895][  0]LogD3D12RHI:     GPU DeviceId: 0x1e87 (for the marketing name, search the web for "GPU Device Id")
[2024.04.12-03.39.01:896][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2024.04.12-03.39.01:900][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2024.04.12-03.39.01:900][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: Bindless resources are supported
[2024.04.12-03.39.01:986][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2024.04.12-03.39.01:987][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2024.04.12-03.39.01:987][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2024.04.12-03.39.01:987][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2024.04.12-03.39.01:987][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2024.04.12-03.39.01:987][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2024.04.12-03.39.02:016][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2024.04.12-03.39.02:016][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2024.04.12-03.39.02:017][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2024.04.12-03.39.02:039][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2024.04.12-03.39.02:039][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2024.04.12-03.39.02:040][  0]LogRHI: Texture pool is 4557 MB (70% of 6510 MB)
[2024.04.12-03.39.02:040][  0]LogD3D12RHI: Async texture creation enabled
[2024.04.12-03.39.02:040][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2024.04.12-03.39.02:123][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="F:/0UE4/PROJECT/tic_tac_toe_cpp1/tic_tac_toe_cpp.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="F:/0UE4/PROJECT/tic_tac_toe_cpp1/Intermediate/TurnkeyReport_0.log" -log="F:/0UE4/PROJECT/tic_tac_toe_cpp1/Intermediate/TurnkeyLog_0.log" -project="F:/0UE4/PROJECT/tic_tac_toe_cpp1/tic_tac_toe_cpp.uproject"  -platform=all'
[2024.04.12-03.39.02:124][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""E:/GAME/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="F:/0UE4/PROJECT/tic_tac_toe_cpp1/tic_tac_toe_cpp.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="F:/0UE4/PROJECT/tic_tac_toe_cpp1/Intermediate/TurnkeyReport_0.log" -log="F:/0UE4/PROJECT/tic_tac_toe_cpp1/Intermediate/TurnkeyLog_0.log" -project="F:/0UE4/PROJECT/tic_tac_toe_cpp1/tic_tac_toe_cpp.uproject"  -platform=all" ]
[2024.04.12-03.39.02:158][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2024.04.12-03.39.02:158][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2024.04.12-03.39.02:158][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2024.04.12-03.39.02:158][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2024.04.12-03.39.02:158][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2024.04.12-03.39.02:158][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2024.04.12-03.39.02:158][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2024.04.12-03.39.02:160][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2024.04.12-03.39.02:162][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2024.04.12-03.39.02:165][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2024.04.12-03.39.02:167][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2024.04.12-03.39.02:184][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2024.04.12-03.39.02:184][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2024.04.12-03.39.02:184][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2024.04.12-03.39.02:184][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2024.04.12-03.39.02:184][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2024.04.12-03.39.02:184][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
